sub_region_1,date,workplaces_percent_change_from_baseline,Predicted
Pennsylvania,1/11/2022,-27,-30.32937771
Pennsylvania,1/11/2022,-34,-23.75118642
Pennsylvania,1/11/2022,-36,-36.15890674
Pennsylvania,1/11/2022,-26,-22.45182447
Pennsylvania,1/11/2022,-21,-28.56803846
Pennsylvania,1/11/2022,-19,-24.9275364
Pennsylvania,1/11/2022,-24,-22.88495377
Pennsylvania,1/11/2022,-23,-24.4022046
Pennsylvania,1/11/2022,-25,-19.15321308
Pennsylvania,1/11/2022,-31,-32.27693663
Pennsylvania,1/11/2022,-34,-43.19655774
Pennsylvania,1/11/2022,-26,-28.48420426
Pennsylvania,1/11/2022,-38,-39.24115131
Pennsylvania,1/11/2022,-20,-24.35775658
Pennsylvania,1/11/2022,-21,-24.23200351
Pennsylvania,1/11/2022,-19,-28.33299171
Wyoming,1/11/2022,-13,-15.2145597
Wyoming,1/11/2022,-20,-12.9434143
California,1/12/2022,-48,-50.99037483
California,1/12/2022,-40,-42.20612119
California,1/12/2022,-33,-36.5210781
California,1/12/2022,-28,-30.27503887
California,1/12/2022,-26,-29.89906405
California,1/12/2022,-26,-26.10445343
California,1/12/2022,-26,-30.90540541
California,1/12/2022,-26,-24.65374007
California,1/12/2022,-17,-24.1006299
California,1/12/2022,-37,-35.03484179
California,1/12/2022,-21,-23.86106416
California,1/12/2022,-43,-47.50155501
California,1/12/2022,-18,-29.8526142
California,1/12/2022,-18,-28.29692358
California,1/12/2022,-33,-20.2471236
California,1/12/2022,-32,-29.12392551
California,1/12/2022,-15,-29.38495582
California,1/12/2022,-36,-37.77804668
California,1/12/2022,-32,-34.30720239
California,1/12/2022,-30,-31.04600535
California,1/12/2022,-38,-37.46768549
California,1/12/2022,-32,-31.85383507
California,1/12/2022,-38,-37.88849962
California,1/12/2022,-57,-54.29153138
California,1/12/2022,-23,-31.5359529
California,1/12/2022,-31,-33.91965369
California,1/12/2022,-49,-55.28366208
California,1/12/2022,-32,-32.41746539
California,1/12/2022,-50,-52.10487729
California,1/12/2022,-37,-37.86712983
California,1/12/2022,-22,-25.58338161
California,1/12/2022,-13,-23.95060045
California,1/12/2022,-31,-33.82201039
California,1/12/2022,-34,-31.93387271
California,1/12/2022,-28,-31.22683477
California,1/12/2022,-25,-26.77149874
California,1/12/2022,-34,-35.33602821
California,1/12/2022,-36,-40.20886694
California,1/12/2022,-25,-31.29175158
Pennsylvania,1/12/2022,-37,-37.10971593
Pennsylvania,1/12/2022,-20,-26.42393831
Pennsylvania,1/12/2022,-16,-24.4855918
Pennsylvania,1/12/2022,-22,-36.37295547
Pennsylvania,1/12/2022,-28,-26.60183831
Pennsylvania,1/12/2022,-34,-38.4474805
Pennsylvania,1/12/2022,-26,-30.11522407
Pennsylvania,1/12/2022,-33,-23.31501086
Pennsylvania,1/12/2022,-34,-35.77398011
Pennsylvania,1/12/2022,-25,-28.48567395
Pennsylvania,1/12/2022,-19,-28.24656357
Pennsylvania,1/12/2022,-18,-22.06668604
Pennsylvania,1/12/2022,-24,-22.51493126
Pennsylvania,1/12/2022,-22,-21.46380116
Pennsylvania,1/12/2022,-22,-25.16166941
Pennsylvania,1/12/2022,-26,-26.27462429
Pennsylvania,1/12/2022,-34,-41.68330574
Pennsylvania,1/12/2022,-25,-26.71623453
Pennsylvania,1/12/2022,-37,-38.56436207
Pennsylvania,1/12/2022,-21,-25.05916291
Pennsylvania,1/12/2022,-21,-26.56582266
Pennsylvania,1/12/2022,-19,-28.76844626
Wyoming,1/12/2022,-13,-14.96985315
Wyoming,1/12/2022,-21,-12.08751633
California,1/13/2022,-49,-51.09619325
California,1/13/2022,-41,-42.40112631
California,1/13/2022,-33,-39.32649259
California,1/13/2022,-29,-30.2137778
California,1/13/2022,-28,-28.93304289
California,1/13/2022,-25,-26.87265799
California,1/13/2022,-27,-30.36206938
California,1/13/2022,-26,-24.72216346
California,1/13/2022,-18,-28.09470923
California,1/13/2022,-37,-36.59516645
California,1/13/2022,-23,-21.86553495
California,1/13/2022,-42,-45.93165128
California,1/13/2022,-20,-30.76105626
California,1/13/2022,-15,-28.27919146
California,1/13/2022,-34,-18.06067313
California,1/13/2022,-35,-28.41144251
California,1/13/2022,-15,-28.18832443
California,1/13/2022,-36,-37.51469089
California,1/13/2022,-31,-36.87954297
California,1/13/2022,-31,-30.67743482
California,1/13/2022,-38,-38.71384074
California,1/13/2022,-32,-31.87381453
California,1/13/2022,-39,-37.68931276
California,1/13/2022,-57,-56.61728587
California,1/13/2022,-23,-31.22471309
California,1/13/2022,-34,-33.16407064
California,1/13/2022,-50,-53.93854778
California,1/13/2022,-32,-32.48505325
California,1/13/2022,-52,-51.69822496
California,1/13/2022,-40,-36.54324137
California,1/13/2022,-16,-22.78100102
California,1/13/2022,-13,-19.55125918
California,1/13/2022,-33,-35.93343329
California,1/13/2022,-35,-32.08416166
California,1/13/2022,-30,-31.11658288
California,1/13/2022,-25,-26.77222483
California,1/13/2022,-33,-34.48828679
California,1/13/2022,-36,-40.42180983
California,1/13/2022,-24,-33.06369902
Pennsylvania,1/13/2022,-39,-37.24421529
Pennsylvania,1/13/2022,-20,-24.59071987
Pennsylvania,1/13/2022,-17,-22.85653624
Pennsylvania,1/13/2022,-22,-35.05207557
Pennsylvania,1/13/2022,-29,-27.97415411
Pennsylvania,1/13/2022,-36,-39.586576
Pennsylvania,1/13/2022,-28,-33.31284799
Pennsylvania,1/13/2022,-34,-24.79592595
Pennsylvania,1/13/2022,-34,-37.7022452
Pennsylvania,1/13/2022,-24,-28.22052853
Pennsylvania,1/13/2022,-19,-24.72929753
Pennsylvania,1/13/2022,-23,-21.86722218
Pennsylvania,1/13/2022,-25,-23.41788198
Pennsylvania,1/13/2022,-21,-26.73986603
Pennsylvania,1/13/2022,-25,-26.56615072
Pennsylvania,1/13/2022,-32,-41.92618028
Pennsylvania,1/13/2022,-24,-28.62371074
Pennsylvania,1/13/2022,-35,-38.13836336
Pennsylvania,1/13/2022,-19,-28.01328137
Pennsylvania,1/13/2022,-20,-24.29219228
Pennsylvania,1/13/2022,-20,-28.63956466
Wyoming,1/13/2022,-14,-13.56440746
Wyoming,1/13/2022,-21,-12.56763121
California,1/14/2022,-45,-49.49319747
California,1/14/2022,-38,-40.00057211
California,1/14/2022,-33,-36.14762185
California,1/14/2022,-28,-31.84297192
California,1/14/2022,-22,-29.75633119
California,1/14/2022,-22,-27.27837255
California,1/14/2022,-26,-30.93398138
California,1/14/2022,-25,-30.53740079
California,1/14/2022,-17,-29.06293755
California,1/14/2022,-36,-35.29600678
California,1/14/2022,-21,-24.21941894
California,1/14/2022,-41,-39.91894461
California,1/14/2022,-18,-30.3297641
California,1/14/2022,-30,-16.75931313
California,1/14/2022,-34,-29.1903151
California,1/14/2022,-15,-32.51003316
California,1/14/2022,-34,-35.14447972
California,1/14/2022,-30,-35.25879661
California,1/14/2022,-29,-31.3034666
California,1/14/2022,-37,-36.30322772
California,1/14/2022,-29,-31.65249725
California,1/14/2022,-37,-38.03805606
California,1/14/2022,-54,-54.02648857
California,1/14/2022,-21,-33.19524058
California,1/14/2022,-31,-31.65305681
California,1/14/2022,-46,-52.77459348
California,1/14/2022,-30,-31.13122281
California,1/14/2022,-49,-51.96343631
California,1/14/2022,-39,-30.60412147
California,1/14/2022,-17,-26.57692968
California,1/14/2022,-13,-21.80342114
California,1/14/2022,-27,-36.65262047
California,1/14/2022,-32,-32.64645509
California,1/14/2022,-27,-29.63130572
California,1/14/2022,-10,-24.41841449
California,1/14/2022,-25,-23.11093626
California,1/14/2022,-29,-33.84017651
California,1/14/2022,-32,-40.75569894
California,1/14/2022,-24,-35.51127857
Pennsylvania,1/14/2022,-35,-36.1060343
Pennsylvania,1/14/2022,-20,-26.89879355
Pennsylvania,1/14/2022,-16,-27.39660655
Pennsylvania,1/14/2022,-23,-37.24741692
Pennsylvania,1/14/2022,-32,-29.19280499
Pennsylvania,1/14/2022,-36,-37.07030574
Pennsylvania,1/14/2022,-31,-33.21858155
Pennsylvania,1/14/2022,-36,-30.15438251
Pennsylvania,1/14/2022,-32,-36.2202642
Pennsylvania,1/14/2022,-21,-30.09711103
Pennsylvania,1/14/2022,-18,-30.42768797
Pennsylvania,1/14/2022,-20,-28.13618188
Pennsylvania,1/14/2022,-22,-25.64816309
Pennsylvania,1/14/2022,-20,-23.74028932
Pennsylvania,1/14/2022,-22,-25.15820481
Pennsylvania,1/14/2022,-31,-40.48367874
Pennsylvania,1/14/2022,-23,-29.56566267
Pennsylvania,1/14/2022,-34,-38.90635746
Pennsylvania,1/14/2022,-20,-28.30524469
Pennsylvania,1/14/2022,-19,-29.19964575
Pennsylvania,1/14/2022,-20,-34.34501414
Wyoming,1/14/2022,-23,-24.1643185
Wyoming,1/14/2022,-21,-16.24093108
California,1/15/2022,-20,-17.70875761
California,1/15/2022,-25,-16.55311155
California,1/15/2022,-18,-17.52906269
California,1/15/2022,-21,-22.09816557
California,1/15/2022,-15,-24.8046664
California,1/15/2022,-13,-31.01606803
California,1/15/2022,-16,-28.07887777
California,1/15/2022,-26,-24.23471393
California,1/15/2022,-22,-24.88164441
California,1/15/2022,-11,-25.99801452
California,1/15/2022,-21,-29.49117918
California,1/15/2022,-21,-24.97695157
California,1/15/2022,-9,-22.19798241
California,1/15/2022,-22,-16.2177801
California,1/15/2022,-10,-19.3840652
California,1/15/2022,-20,-18.63005502
California,1/15/2022,-10,-26.50622748
California,1/15/2022,-19,-21.71068074
California,1/15/2022,-17,-17.3436278
California,1/15/2022,-23,-25.72237369
California,1/15/2022,-24,-25.23361087
California,1/15/2022,-14,-19.5600793
California,1/15/2022,-13,-26.61453096
California,1/15/2022,-24,-25.40951516
California,1/15/2022,-16,-25.32867314
California,1/15/2022,-27,-20.16725799
California,1/15/2022,-11,-15.97158177
California,1/15/2022,-25,-16.08869053
California,1/15/2022,-12,-19.62043178
California,1/15/2022,-4,-15.82017148
California,1/15/2022,-16,-28.19316507
California,1/15/2022,-21,-18.1820787
California,1/15/2022,-19,-21.71852259
California,1/15/2022,-22,-23.09981251
California,1/15/2022,-7,-14.18208034
California,1/15/2022,-20,-21.29149399
California,1/15/2022,-23,-20.53664668
California,1/15/2022,-10,-21.08718744
California,1/15/2022,-5,-23.00451328
Pennsylvania,1/15/2022,-17,-12.20017215
Pennsylvania,1/15/2022,-6,-13.35995529
Pennsylvania,1/15/2022,-2,-6.597753368
Pennsylvania,1/15/2022,-4,-15.81604602
Pennsylvania,1/15/2022,-15,-10.10741744
Pennsylvania,1/15/2022,-5,-10.56781804
Pennsylvania,1/15/2022,-10,-13.66478287
Pennsylvania,1/15/2022,-12,-9.970275044
Pennsylvania,1/15/2022,-18,-15.33110447
Pennsylvania,1/15/2022,-12,-13.28560062
Pennsylvania,1/15/2022,-2,-8.338942369
Pennsylvania,1/15/2022,-2,-13.59633346
Pennsylvania,1/15/2022,-8,-10.54542305
Pennsylvania,1/15/2022,-15,-15.03250903
Pennsylvania,1/15/2022,-11,-23.60496118
Pennsylvania,1/15/2022,-7,-17.65004393
Pennsylvania,1/15/2022,-9,-8.500297008
Pennsylvania,1/15/2022,-18,-18.54154629
Pennsylvania,1/15/2022,-1,-14.3203249
Pennsylvania,1/15/2022,-5,-13.72241926
Pennsylvania,1/15/2022,-9,-15.81012372
Wyoming,1/15/2022,-9,-13.32147103
Wyoming,1/15/2022,-17,-12.94076871
California,1/16/2022,-19,-16.32942079
California,1/16/2022,-19,-15.7844405
California,1/16/2022,-22,-27.55748546
California,1/16/2022,-13,-16.77837237
California,1/16/2022,-16,-21.06396519
California,1/16/2022,-14,-27.93896184
California,1/16/2022,-12,-17.23751348
California,1/16/2022,-20,-18.07010038
California,1/16/2022,-20,-19.69948555
California,1/16/2022,-12,-19.46104207
California,1/16/2022,-14,-23.29712088
California,1/16/2022,-24,-28.81246881
California,1/16/2022,-9,-15.84000162
California,1/16/2022,-24,-14.83643879
California,1/16/2022,-17,-23.63476313
California,1/16/2022,-15,-15.58515768
California,1/16/2022,-9,-17.95277993
California,1/16/2022,-19,-22.80138849
California,1/16/2022,-18,-14.4759028
California,1/16/2022,-21,-16.16536594
California,1/16/2022,-19,-17.6656842
California,1/16/2022,-16,-18.26324637
California,1/16/2022,-12,-19.46610484
California,1/16/2022,-22,-21.97860459
California,1/16/2022,-21,-21.06542476
California,1/16/2022,-19,-19.29275992
California,1/16/2022,-9,-14.13320144
California,1/16/2022,-22,-17.21545973
California,1/16/2022,-17,-22.40067456
California,1/16/2022,-20,-17.12564154
California,1/16/2022,-21,-15.4911682
California,1/16/2022,-18,-16.5667537
California,1/16/2022,-20,-16.78684642
California,1/16/2022,-18,-17.11746865
California,1/16/2022,-12,-15.50577336
Pennsylvania,1/16/2022,-21,-20.96337963
Pennsylvania,1/16/2022,-13,-12.80154812
Pennsylvania,1/16/2022,-7,-16.51365305
Pennsylvania,1/16/2022,-20,-13.74744583
Pennsylvania,1/16/2022,-9,-15.73872145
Pennsylvania,1/16/2022,-13,-14.27904107
Pennsylvania,1/16/2022,-23,-17.73584925
Pennsylvania,1/16/2022,-23,-22.35566506
Pennsylvania,1/16/2022,-9,-11.08335988
Pennsylvania,1/16/2022,-7,-12.81647204
Pennsylvania,1/16/2022,-15,-14.80015355
Pennsylvania,1/16/2022,-12,-11.38447398
Pennsylvania,1/16/2022,-13,-13.48943129
Pennsylvania,1/16/2022,-14,-18.39661687
Pennsylvania,1/16/2022,-11,-19.88300519
Pennsylvania,1/16/2022,-14,-10.83723195
Pennsylvania,1/16/2022,-26,-22.7355021
Pennsylvania,1/16/2022,-13,-16.10812816
Pennsylvania,1/16/2022,-17,-9.93497853
Pennsylvania,1/16/2022,-13,-17.39679538
Wyoming,1/16/2022,-9,-12.15534781
Wyoming,1/16/2022,-13,-6.498529963
California,1/17/2022,-66,-61.79551172
California,1/17/2022,-60,-55.09096907
California,1/17/2022,-51,-54.74694472
California,1/17/2022,-49,-39.77030657
California,1/17/2022,-43,-44.14870772
California,1/17/2022,-40,-32.60668811
California,1/17/2022,-48,-37.83679665
California,1/17/2022,-50,-37.31891099
California,1/17/2022,-41,-42.9372969
California,1/17/2022,-51,-42.34532821
California,1/17/2022,-39,-28.85384408
California,1/17/2022,-60,-63.83380193
California,1/17/2022,-45,-46.55197118
California,1/17/2022,-42,-40.35891702
California,1/17/2022,-51,-37.70662573
California,1/17/2022,-51,-47.05607234
California,1/17/2022,-38,-40.56571947
California,1/17/2022,-50,-42.89138213
California,1/17/2022,-53,-53.04692389
California,1/17/2022,-46,-38.50244115
California,1/17/2022,-57,-46.14828089
California,1/17/2022,-47,-38.86167624
California,1/17/2022,-54,-46.64985038
California,1/17/2022,-75,-60.08765148
California,1/17/2022,-44,-46.6834466
California,1/17/2022,-47,-42.54000261
California,1/17/2022,-69,-79.23104741
California,1/17/2022,-46,-39.81853952
California,1/17/2022,-70,-67.63368179
California,1/17/2022,-55,-53.71836205
California,1/17/2022,-41,-31.24887549
California,1/17/2022,-39,-32.96921196
California,1/17/2022,-53,-56.67662131
California,1/17/2022,-52,-43.17097397
California,1/17/2022,-47,-39.18213976
California,1/17/2022,-46,-34.23602106
California,1/17/2022,-51,-44.48265601
California,1/17/2022,-58,-47.70534401
Pennsylvania,1/17/2022,-74,-69.80507256
Pennsylvania,1/17/2022,-68,-66.66122667
Pennsylvania,1/17/2022,-41,-42.15074026
Pennsylvania,1/17/2022,-44,-49.46176633
Pennsylvania,1/17/2022,-68,-67.79267962
Pennsylvania,1/17/2022,-56,-50.59715523
Pennsylvania,1/17/2022,-59,-51.63712054
Pennsylvania,1/17/2022,-61,-49.71228297
Pennsylvania,1/17/2022,-53,-49.07655192
Pennsylvania,1/17/2022,-70,-65.07574164
Pennsylvania,1/17/2022,-57,-54.18022072
Pennsylvania,1/17/2022,-42,-44.82645155
Pennsylvania,1/17/2022,-49,-42.66935157
Pennsylvania,1/17/2022,-54,-47.0737705
Pennsylvania,1/17/2022,-55,-52.7978015
Pennsylvania,1/17/2022,-67,-58.47349935
Pennsylvania,1/17/2022,-55,-51.52930705
Pennsylvania,1/17/2022,-52,-43.80444627
Pennsylvania,1/17/2022,-57,-46.92602252
Pennsylvania,1/17/2022,-62,-59.23296686
Pennsylvania,1/17/2022,-63,-58.56588557
Pennsylvania,1/17/2022,-49,-52.24468486
Wyoming,1/17/2022,-45,-36.7697634
Wyoming,1/17/2022,-39,-28.17680272
California,1/18/2022,-46,-48.02443619
California,1/18/2022,-39,-37.02117426
California,1/18/2022,-34,-35.48065795
California,1/18/2022,-29,-30.86514141
California,1/18/2022,-23,-26.10394154
California,1/18/2022,-24,-23.45639318
California,1/18/2022,-26,-27.91572232
California,1/18/2022,-27,-29.46239521
California,1/18/2022,-36,-33.23588056
California,1/18/2022,-23,-23.68993417
California,1/18/2022,-41,-43.00154161
California,1/18/2022,-19,-29.87166804
California,1/18/2022,-17,-24.0907322
California,1/18/2022,-33,-16.14552532
California,1/18/2022,-33,-26.53340553
California,1/18/2022,-16,-29.25601581
California,1/18/2022,-34,-35.32603624
California,1/18/2022,-29,-32.74098564
California,1/18/2022,-29,-29.99897621
California,1/18/2022,-36,-34.74111805
California,1/18/2022,-31,-30.08280447
California,1/18/2022,-36,-35.67012935
California,1/18/2022,-57,-54.66191077
California,1/18/2022,-23,-30.86457541
California,1/18/2022,-31,-31.34755323
California,1/18/2022,-49,-53.35315645
California,1/18/2022,-30,-30.87123786
California,1/18/2022,-50,-50.6814244
California,1/18/2022,-38,-33.82072086
California,1/18/2022,-19,-22.24688801
California,1/18/2022,-16,-17.84766968
California,1/18/2022,-28,-32.68618368
California,1/18/2022,-33,-29.37065733
California,1/18/2022,-29,-29.60028664
California,1/18/2022,-26,-23.8610363
California,1/18/2022,-33,-33.5911383
California,1/18/2022,-36,-36.75939402
Pennsylvania,1/18/2022,-41,-39.10598602
Pennsylvania,1/18/2022,-15,-21.94502738
Pennsylvania,1/18/2022,-20,-35.1341616
Pennsylvania,1/18/2022,-30,-27.43331302
Pennsylvania,1/18/2022,-34,-36.78745924
Pennsylvania,1/18/2022,-27,-30.83274805
Pennsylvania,1/18/2022,-33,-23.14016216
Pennsylvania,1/18/2022,-33,-28.15761096
Pennsylvania,1/18/2022,-31,-28.10770559
Pennsylvania,1/18/2022,-21,-29.28847629
Pennsylvania,1/18/2022,-19,-26.13305273
Pennsylvania,1/18/2022,-24,-24.21485935
Pennsylvania,1/18/2022,-25,-21.31289801
Pennsylvania,1/18/2022,-24,-15.27052423
Pennsylvania,1/18/2022,-27,-24.65660905
Pennsylvania,1/18/2022,-31,-41.02116142
Pennsylvania,1/18/2022,-24,-26.03508565
Pennsylvania,1/18/2022,-33,-29.05659588
Pennsylvania,1/18/2022,-22,-28.11335076
Pennsylvania,1/18/2022,-25,-27.29737891
Pennsylvania,1/18/2022,-20,-30.75809348
Wyoming,1/18/2022,-14,-15.57892303
Wyoming,1/18/2022,-21,-11.51385183
California,1/19/2022,-46,-49.42944934
California,1/19/2022,-38,-37.05097781
California,1/19/2022,-32,-37.28910926
California,1/19/2022,-28,-31.04541013
California,1/19/2022,-23,-28.42075586
California,1/19/2022,-24,-25.18067905
California,1/19/2022,-26,-28.04399507
California,1/19/2022,-28,-24.17994796
California,1/19/2022,-19,-24.28504049
California,1/19/2022,-35,-33.46493862
California,1/19/2022,-22,-22.08708399
California,1/19/2022,-41,-42.91424931
California,1/19/2022,-21,-30.32644187
California,1/19/2022,-18,-28.86242891
California,1/19/2022,-32,-18.84629791
California,1/19/2022,-31,-25.25492471
California,1/19/2022,-17,-31.33557528
California,1/19/2022,-34,-33.11590411
California,1/19/2022,-32,-33.89520939
California,1/19/2022,-29,-30.17200925
California,1/19/2022,-37,-35.12153305
California,1/19/2022,-30,-30.39923444
California,1/19/2022,-37,-35.66498659
California,1/19/2022,-56,-55.84743058
California,1/19/2022,-22,-30.96341166
California,1/19/2022,-30,-32.72927684
California,1/19/2022,-47,-51.54552249
California,1/19/2022,-29,-31.06348368
California,1/19/2022,-49,-51.41961647
California,1/19/2022,-37,-34.67066389
California,1/19/2022,-23,-25.25234328
California,1/19/2022,-14,-21.07269335
California,1/19/2022,-30,-32.77918505
California,1/19/2022,-32,-28.23416142
California,1/19/2022,-29,-29.67689623
California,1/19/2022,-27,-29.06789022
California,1/19/2022,-32,-31.69334576
California,1/19/2022,-36,-38.57903497
California,1/19/2022,-24,-33.81742307
Pennsylvania,1/19/2022,-36,-35.36627922
Pennsylvania,1/19/2022,-19,-27.25228249
Pennsylvania,1/19/2022,-13,-21.12251692
Pennsylvania,1/19/2022,-19,-31.67153068
Pennsylvania,1/19/2022,-26,-23.81772699
Pennsylvania,1/19/2022,-30,-34.81399962
Pennsylvania,1/19/2022,-25,-28.94570162
Pennsylvania,1/19/2022,-31,-20.87708996
